gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,CLV,AvgMonthlyCharges
0,0,0,0,0.08333333333333333,1,0,0,0,0,1,0,0,0,0.31641791044776113,0.033201685703758296,0,1,0,0,1,0,0,0,0,0,1,0.035122807017543854,0.3185443283004259
0,1,1,0,0.736111111111111,1,1,1,0,0,1,0,0,1,0.4159203980099502,0.3718738485630067,1,1,0,0,0,1,0,0,0,1,0,0.3722397660818713,0.43820480792409
0,1,1,0,0.2222222222222222,1,0,0,1,0,0,0,0,1,0.5577114427860697,0.13566806374355198,1,0,1,0,1,0,0,0,1,0,0,0.13904093567251463,0.5562427409988385
0,0,0,0,0.1388888888888889,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.021347641857037587,0,0,0,1,1,0,0,0,0,1,0,0.023391812865497078,0.04427409988385597
1,0,0,0,0.18055555555555555,1,0,0,1,0,0,0,0,1,0.5611940298507463,0.11125759948415624,0,0,1,0,0,1,0,0,0,0,1,0.1135029239766082,0.5626194943268115
0,0,0,0,0.125,1,1,0,0,0,0,1,0,1,0.6676616915422885,0.08734801031687547,1,0,1,0,1,0,0,0,0,1,0,0.08984210526315789,0.6551813137178991
1,0,0,0,0.3472222222222222,1,0,1,1,1,1,1,0,0,0.5577114427860697,0.21460482682387622,1,1,0,0,0,1,0,0,0,0,1,0.2172514619883041,0.5647108013937282
0,1,0,0,0.09722222222222221,0,0,0,1,0,1,0,1,1,0.2601990049751243,0.03060519528371408,0,1,0,0,1,0,0,0,0,1,0,0.03635087719298246,0.22482163597146182
0,0,1,1,0.5277777777777778,1,1,1,0,1,1,1,1,1,0.6681592039800995,0.3796287767133383,0,1,0,0,0,0,1,1,0,0,0,0.3795555555555556,0.6781710373494712
1,0,1,0,0.5972222222222222,1,1,1,1,0,0,0,1,1,0.7547263681592039,0.4729297162859249,0,0,1,0,1,0,0,0,0,1,0,0.4732514619883041,0.7595224590119656
1,0,0,1,0.05555555555555555,1,0,0,0,1,1,1,1,1,0.7945273631840796,0.04563144804716287,1,0,1,0,1,0,0,1,0,0,0,0.04589473684210526,0.7925667828106853
1,0,0,0,0.3472222222222222,1,1,0,1,1,1,1,1,0,0.9019900497512437,0.3234444086219603,0,0,1,0,0,0,1,0,0,1,0,0.31842105263157894,0.9160232288037168
0,0,0,1,0.375,1,0,1,1,0,0,0,0,0,0.3776119402985074,0.18049350589535743,0,1,0,0,0,1,0,0,0,0,1,0.17747368421052634,0.4114509399062244
0,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.07810945273631842,0.21318280213706708,0,0,0,1,0,0,1,0,0,0,1,0.21978947368421053,0.11093689508323656
0,0,0,1,0.986111111111111,1,1,1,1,0,0,0,0,1,0.6686567164179105,0.6941956061164334,0,0,1,0,0,1,0,0,1,0,0,0.7095847953216374,0.660996875562317
1,0,0,0,0.3333333333333333,1,1,0,0,1,0,1,0,1,0.7034825870646766,0.2386641028002948,0,0,1,0,1,0,0,0,1,0,0,0.24968421052631581,0.674467673248161
1,0,0,0,0.6944444444444444,1,1,1,1,0,1,1,1,1,0.9094527363184081,0.6391799465733236,1,0,1,0,0,0,1,0,0,1,0,0.6412280701754386,0.903581881533101
0,0,0,0,0.7916666666666666,1,0,1,0,1,0,1,1,1,0.5582089552238805,0.497115650331614,0,1,0,0,0,0,1,1,0,0,0,0.49566666666666664,0.5757768404751717
1,0,0,0,0.20833333333333331,1,0,0,1,0,0,0,0,0,0.3044776119402985,0.08483787767133383,0,1,0,0,1,0,0,0,0,1,0,0.08570175438596492,0.3284088269454123
0,0,0,0,0.05555555555555555,1,1,1,0,0,0,0,0,1,0.6154228855721392,0.03870555453205601,0,0,1,0,1,0,0,0,0,1,0,0.03747368421052631,0.6528455284552845
1,0,0,0,0.38888888888888884,1,0,1,1,0,0,0,0,0,0.3761194029850746,0.17532355379513637,0,1,0,0,1,0,0,0,0,1,0,0.18355555555555556,0.37728554836568773
1,1,0,0,0.125,1,1,0,0,0,0,0,0,1,0.5601990049751243,0.07172301031687547,1,0,1,0,1,0,0,0,0,1,0,0.0784736842105263,0.515085817524842
1,0,1,0,0.7638888888888888,1,1,1,0,0,0,1,0,1,0.7119402985074627,0.571066691230656,0,0,1,0,1,0,0,1,0,0,0,0.5776608187134503,0.7098680181607012
0,0,0,0,0.041666666666666664,1,1,0,0,1,0,1,1,1,0.8228855721393035,0.03799166359616802,1,0,1,0,1,0,0,0,0,1,0,0.03542105263157895,0.8939217963608207
0,0,0,0,0.1388888888888889,1,0,0,0,1,0,1,1,1,0.7626865671641792,0.12076846904937362,1,0,1,0,1,0,0,0,0,1,0,0.11099415204678363,0.8465505226480835
0,0,0,1,0.7638888888888888,1,0,0,0,0,0,0,0,0,0.008457711442786064,0.11531641488577747,0,0,0,1,0,1,0,1,0,0,0,0.1228654970760234,0.04119945095554853
1,0,1,1,0.2777777777777778,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.05096260132645543,0,0,0,1,1,0,0,0,0,0,1,0.04760233918128655,0.07763066202090596
1,0,1,1,0.861111111111111,1,1,0,1,0,1,1,1,1,0.8736318407960199,0.7718657885040532,0,0,1,0,0,1,0,0,1,0,0,0.769017543859649,0.8766175864523623
0,1,1,0,0.4444444444444444,1,1,0,0,1,1,1,1,1,0.8621890547263681,0.3859098655121592,1,0,1,0,1,0,0,0,0,1,0,0.39260818713450296,0.8451655052264809
1,0,0,0,0.5972222222222222,1,0,0,0,0,0,0,0,1,0.013930348258706454,0.08972572770817983,0,0,0,1,0,0,1,1,0,0,0,0.09882456140350877,0.04039110823001918
0,0,1,0,0.125,0,0,0,0,0,0,0,0,0,0.05820895522388059,0.029914333087693448,1,1,0,0,0,1,0,1,0,0,0,0.025368421052631582,0.1402245451025939
1,0,1,0,0.8333333333333333,1,0,1,1,0,1,0,0,0,0.41393034825870645,0.40109731945467947,0,1,0,0,0,0,1,1,0,0,0,0.42000000000000004,0.411451800232288
0,0,1,0,0.8055555555555555,1,1,1,1,1,0,1,1,1,0.6751243781094527,0.5631102616064849,0,1,0,0,0,0,1,0,0,1,0,0.5840701754385964,0.6554607713564821
0,0,0,1,0.09722222222222221,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.015745900884303613,0,0,0,1,0,1,0,0,0,0,1,0.015923976608187135,0.05352580056412809
0,0,1,1,0.027777777777777776,1,0,1,0,0,0,1,1,0,0.7845771144278606,0.02120371223286662,0,0,1,0,1,0,0,0,0,1,0,0.02271345029239766,0.7275261324041812
0,1,0,0,0.5138888888888888,0,0,0,1,1,0,0,0,0,0.18308457711442783,0.15141396462785559,0,1,0,0,1,0,0,0,0,1,0,0.15860233918128655,0.20223498760084124
1,1,1,1,0.9027777777777777,1,1,0,0,1,1,1,1,1,0.8522388059701492,0.7791889277818719,0,0,1,0,0,1,0,1,0,0,0,0.7898830409356725,0.8393424461717145
1,0,1,1,0.5416666666666666,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.08727316691230658,0,0,0,1,0,0,1,0,0,0,1,0.09008771929824562,0.05258643795229165
0,0,1,0,0.9166666666666666,1,1,0,1,0,1,1,1,1,0.8537313432835821,0.7933400884303612,1,0,1,0,0,1,0,0,0,1,0,0.8031929824561405,0.8419878224756273
0,0,0,0,0.9444444444444444,1,1,0,0,0,0,0,0,0,0.06268656716417911,0.19083916728076644,0,0,0,1,0,0,1,0,0,0,1,0.19525146198830412,0.09847646375623423
1,0,1,1,0.861111111111111,0,0,1,1,0,1,1,0,0,0.3029850746268657,0.34641557663964634,0,1,0,0,0,0,1,1,0,0,0,0.3531461988304094,0.32288037166085953
0,0,0,0,0.041666666666666664,1,0,0,0,1,1,1,0,1,0.6975124378109452,0.030173406411201184,1,0,1,0,1,0,0,0,0,0,1,0.030999999999999996,0.683623693379791
1,0,1,0,1.0,1,1,1,1,1,0,1,1,1,0.908457711442786,0.9401598194546796,0,0,1,0,0,0,1,0,0,1,0,0.9225263157894736,0.9257065427797134
1,0,1,0,0.5694444444444444,1,0,0,0,0,0,0,0,0,0.023880597014925342,0.10081406595431099,0,0,0,1,0,0,1,0,1,0,0,0.0990233918128655,0.07042859975638086
0,0,1,1,0.40277777777777773,1,0,1,0,0,0,1,1,0,0.7601990049751244,0.3050329310980104,1,0,1,0,1,0,0,0,1,0,0,0.3210350877192983,0.7207897793263648
1,0,0,0,0.05555555555555555,1,0,1,1,0,0,0,0,0,0.36766169154228856,0.02540645725865881,0,1,0,0,1,0,0,0,0,1,0,0.025824561403508774,0.38455284552845526
0,0,0,0,0.736111111111111,1,1,0,0,0,0,0,0,0,0.057711442786069655,0.14990558216654387,0,0,0,1,0,1,0,1,0,0,0,0.14908187134502926,0.10024762781320537
0,1,1,0,0.013888888888888888,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.00856669123065586,1,0,1,0,1,0,0,0,0,1,0,0.008701754385964914,0.5632984901277585
1,0,1,1,0.5694444444444444,1,1,1,1,1,1,0,1,0,0.6134328358208956,0.38299097273397203,1,1,0,0,1,0,0,0,1,0,0,0.3831461988304094,0.6258009688110818
0,0,1,0,0.5416666666666666,1,0,0,0,0,0,0,0,1,0.021890547263681587,0.09096352247605012,0,0,0,1,0,0,1,1,0,0,0,0.09328070175438596,0.060222162661187045
0,0,1,0,0.875,1,0,0,0,0,0,0,0,0,0.009950248756218888,0.14250759948415626,0,0,0,1,0,0,1,0,0,0,1,0.1418421052631579,0.05454344339361761
0,0,0,0,0.20833333333333331,1,1,0,0,0,0,0,0,1,0.08059701492537313,0.043593404568902,0,0,0,1,1,0,0,0,0,1,0,0.0462280701754386,0.10652729384436704
1,0,1,0,0.18055555555555555,1,0,0,0,0,0,0,0,0,0.254228855721393,0.06823991341193811,0,1,0,0,0,1,0,0,0,1,0,0.06659649122807018,0.29559546144911997
0,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,1,0.31741293532338305,0.005774456521739131,0,1,0,0,1,0,0,0,0,0,1,0.0058654970760233915,0.33797909407665505
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.0023546886514369935,0,0,0,1,0,0,1,0,0,0,1,0.002391812865497076,0.06202090592334494
0,1,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,1,0.5119402985074627,0.06457834377302875,1,0,1,0,1,0,0,0,0,1,0,0.06521637426900585,0.5234030197444832
0,0,0,0,0.8333333333333333,1,0,1,1,1,0,0,0,0,0.4293532338308458,0.41892156411201187,0,1,0,0,0,0,1,0,0,1,0,0.43087719298245614,0.43542392566782817
1,1,1,0,0.16666666666666666,1,1,0,1,1,0,1,0,1,0.7945273631840796,0.12207535003684601,1,0,1,0,1,0,0,0,0,1,0,0.13768421052631577,0.6929152148664345
0,0,1,0,0.5555555555555556,1,1,0,1,0,1,1,0,0,0.5223880597014925,0.3364211035372145,0,1,0,0,0,1,0,0,1,0,0,0.3309941520467836,0.5506968641114983
1,0,0,0,0.9166666666666666,1,0,1,1,1,0,0,0,1,0.426865671641791,0.4625840549005159,0,1,0,0,0,0,1,1,0,0,0,0.47203508771929825,0.4375884278323302
0,0,1,1,0.5833333333333333,1,0,0,0,0,0,0,0,0,0.019900497512437804,0.09843634856300665,0,0,0,1,0,1,0,0,0,0,1,0.09947368421052633,0.06113599911509321
1,1,0,0,0.9166666666666666,1,1,1,1,0,1,0,0,1,0.4537313432835821,0.4806501013264555,0,1,0,0,0,1,0,0,1,0,0,0.4928771929824562,0.4596769084573963
0,0,0,0,0.6805555555555555,1,1,0,1,0,0,1,1,0,0.800497512437811,0.566570329771555,0,0,1,0,1,0,0,0,0,1,0,0.5656491228070176,0.8050581905235963
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.02238805970149252,0.002360445836403832,1,0,0,1,1,0,0,0,0,0,1,0.0023976608187134506,0.06248548199767712
1,0,0,0,0.5694444444444444,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.0933009395725866,0,0,0,1,0,0,1,0,0,0,1,0.09590643274853801,0.05564148324410073
1,0,1,1,0.5694444444444444,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.08893699336772293,0,0,0,1,0,0,1,1,0,0,0,0.09254970760233919,0.04705249143083767
1,0,1,1,0.3194444444444444,1,0,1,1,0,1,0,0,0,0.6582089552238807,0.22301607406042742,0,0,1,0,1,0,0,0,0,0,1,0.22704093567251463,0.654456395495632
0,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0.0681592039800995,0.00918846720707443,0,1,0,0,1,0,0,0,0,1,0,0.00880701754385965,0.11916376306620208
1,0,0,0,0.05555555555555555,0,0,1,0,1,1,0,1,0,0.29850746268656714,0.0232878131908622,0,1,0,0,1,0,0,0,0,0,1,0.02257309941520468,0.3418118466898955
1,0,1,1,0.7222222222222222,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.12326133014001475,0,0,0,1,0,0,1,0,0,0,1,0.12072514619883042,0.06328955597248279
1,1,1,0,0.05555555555555555,1,1,1,0,0,0,1,1,1,0.8094527363184079,0.04002970707442889,1,0,1,0,1,0,0,0,0,1,0,0.04659649122807018,0.6795586527293844
1,0,0,0,0.15277777777777776,1,0,0,1,1,1,0,1,1,0.7557213930348259,0.11513218496683862,0,0,1,0,1,0,0,0,0,1,0,0.12119298245614037,0.716608594657375
1,0,1,0,0.027777777777777776,1,0,1,0,0,0,0,1,1,0.43681592039800987,0.013022752394988948,0,1,0,0,1,0,0,0,0,0,1,0.014538011695906433,0.39744483159117305
1,0,1,0,0.3611111111111111,1,1,0,1,0,0,0,0,0,0.6074626865671642,0.2321066691230656,0,0,1,0,1,0,0,1,0,0,0,0.24114619883040933,0.5923880997051728
0,0,1,1,0.3333333333333333,1,0,1,0,1,0,0,0,1,0.37810945273631835,0.16744772476050113,0,1,0,0,0,1,0,0,1,0,0,0.15789473684210528,0.43501742160278745
1,0,0,0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0.020398009950248763,0.028405950626381727,0,0,0,1,1,0,0,0,0,0,1,0.028491228070175442,0.06302748741773134
0,1,1,0,0.8333333333333333,1,1,0,0,0,1,1,1,1,0.8034825870646766,0.692923268238762,0,0,1,0,1,0,0,0,0,1,0,0.6947368421052632,0.8039334107626791
1,0,1,1,0.8888888888888888,1,1,1,1,1,1,1,1,1,0.7199004975124377,0.669842713706706,0,1,0,0,0,0,1,0,0,0,1,0.6781754385964912,0.7165868176538908
0,0,1,0,0.9166666666666666,1,0,1,1,1,1,1,1,1,0.673134328358209,0.6442635408990421,0,1,0,0,0,0,1,1,0,0,0,0.6630877192982457,0.659719142645972
1,0,0,0,0.8333333333333333,1,1,0,0,1,0,0,0,1,0.6064676616915423,0.54865972733972,0,0,1,0,0,1,0,1,0,0,0,0.5557894736842105,0.6099109562524198
0,0,1,1,0.2361111111111111,1,1,1,0,1,0,1,0,1,0.5184079601990049,0.13836242630803244,0,1,0,0,0,1,0,1,0,0,0,0.13987719298245613,0.5287832206053154
0,0,1,1,0.5833333333333333,1,0,0,0,0,0,0,0,0,0.010945273631840807,0.09986413043478262,0,0,0,1,0,0,1,0,0,0,1,0.09505263157894737,0.06387921022067364
0,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,1,0.31741293532338305,0.005774456521739131,0,1,0,0,1,0,0,0,0,1,0,0.0058654970760233915,0.33797909407665505
1,0,1,1,0.6527777777777778,1,0,0,1,0,1,0,1,0,0.45323383084577107,0.34626588983050854,0,1,0,0,0,0,1,1,0,0,0,0.35071345029239764,0.4665183977067734
1,0,1,0,0.1388888888888889,1,0,0,0,0,0,0,0,1,0.02288557213930348,0.0291025700073692,0,0,0,1,1,0,0,0,0,0,1,0.024035087719298246,0.10685249709639952
0,1,1,0,0.9722222222222222,1,1,1,1,1,1,1,1,1,0.699502487562189,0.7261537398673545,0,1,0,0,0,0,1,0,1,0,0,0.7249707602339182,0.7091090094574415
0,1,0,0,0.9305555555555555,1,1,0,0,1,0,1,1,1,0.827363184079602,0.7877038043478262,0,0,1,0,1,0,0,0,1,0,0,0.7945964912280702,0.8207221731065926
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,1,1,0.6338308457711442,0.009436026160648491,1,0,1,0,1,0,0,0,0,1,0,0.009584795321637427,0.6334494773519164
0,0,1,0,0.09722222222222221,1,0,0,0,0,0,0,0,1,0.508457711442786,0.05194132277081799,1,0,1,0,1,0,0,0,0,1,0,0.056777777777777774,0.47078148332503744
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.26218905472636816,0.005135408990420045,0,1,0,0,1,0,0,0,0,0,1,0.005216374269005848,0.286411149825784
0,0,0,0,0.05555555555555555,1,0,0,1,0,1,1,0,1,0.45273631840796014,0.026045504789977896,0,1,0,0,1,0,0,1,0,0,0,0.029824561403508774,0.39744483159117305
1,0,1,1,0.9166666666666666,1,1,1,1,1,0,1,1,0,0.9054726368159204,0.8155052505526899,0,0,1,0,0,0,1,1,0,0,0,0.8433333333333334,0.8690880934783374
1,0,0,0,0.16666666666666666,1,0,0,1,0,0,0,1,1,0.6601990049751243,0.11714144252026532,0,0,1,0,1,0,0,0,0,1,0,0.11873684210526315,0.6597367402245451
1,0,0,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.06072102984524688,0,0,0,1,0,1,0,0,1,0,0,0.057403508771929825,0.07617111885404568
0,0,0,0,0.3611111111111111,1,0,0,1,0,0,1,0,1,0.6716417910447761,0.24715595062638177,0,0,1,0,1,0,0,0,0,1,0,0.2607602339181287,0.6390958634861074
1,0,0,0,0.08333333333333333,1,0,0,0,0,0,1,1,1,0.7248756218905472,0.052424926308032437,1,0,1,0,1,0,0,0,0,1,0,0.0639298245614035,0.5770809136662796
0,0,1,0,0.7916666666666666,1,1,0,0,1,1,1,1,0,0.8925373134328359,0.6873906134856302,0,0,1,0,0,0,1,0,0,1,0,0.7196666666666668,0.8451494590133871
0,0,1,0,0.19444444444444442,1,1,0,0,0,0,1,0,1,0.6751243781094527,0.142265797715549,1,0,1,0,1,0,0,0,0,1,0,0.14098245614035088,0.6920192467230794
1,0,1,1,0.5833333333333333,1,1,0,0,0,0,0,0,0,0.04676616915422885,0.11678449705232131,0,0,0,1,0,0,1,0,0,1,0,0.11273684210526316,0.09638847408882253
0,0,0,0,0.3472222222222222,1,1,0,0,0,0,1,1,1,0.7606965174129353,0.27198093220338987,1,0,1,0,1,0,0,1,0,0,0,0.27690058479532165,0.7499094076655052
1,0,1,0,0.8888888888888888,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.141125875092115,0,0,0,1,0,0,1,0,1,0,0,0.1455906432748538,0.049949186991869926
0,0,1,0,0.3055555555555555,1,1,0,0,0,0,0,1,1,0.6651741293532337,0.21574474944731029,1,0,1,0,1,0,0,0,0,1,0,0.21897076023391812,0.663351282863478
0,0,0,0,0.2638888888888889,1,0,0,0,0,0,0,0,1,0.014427860696517386,0.0445030397936625,0,0,0,1,0,1,0,0,1,0,0,0.043777777777777784,0.0610183996576808
1,0,1,1,0.8472222222222222,1,1,0,1,0,0,1,1,1,0.8049751243781095,0.6920193901989684,1,0,1,0,1,0,0,0,0,1,0,0.7073859649122808,0.7874602539936407
0,0,1,0,0.3055555555555555,1,0,0,0,1,0,1,0,1,0.6840796019900497,0.2130906871775977,0,0,1,0,1,0,0,1,0,0,0,0.22385964912280704,0.6536163023967902
0,1,1,0,0.9722222222222222,1,1,0,1,1,0,1,1,1,0.8427860696517412,0.8176929808400886,1,0,1,0,1,0,0,0,0,1,0,0.8428654970760234,0.8146341463414635
0,0,0,0,0.16666666666666666,1,0,0,0,0,0,0,1,1,0.6139303482587065,0.12014093588798824,0,0,1,0,1,0,0,1,0,0,0,0.11221052631578948,0.6799070847851336
1,0,1,0,0.4305555555555555,1,0,1,0,0,1,0,1,1,0.4552238805970149,0.22001082350773768,0,1,0,0,0,1,0,0,0,1,0,0.232046783625731,0.44471170057322695
1,0,0,0,0.15277777777777776,1,0,0,0,0,0,1,1,1,0.464179104477612,0.08245440309506265,0,1,0,0,1,0,0,0,0,1,0,0.08349707602339183,0.47688734030197455
0,0,1,1,0.9444444444444444,1,1,0,0,0,0,0,0,0,0.07462686567164178,0.19414954863669864,0,0,0,1,0,0,1,0,0,0,1,0.20479532163742692,0.1024048643847783
1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7154228855721393,0.7733568994104644,0,1,0,0,0,0,1,1,0,0,0,0.7591578947368421,0.7387598399793522
0,1,0,0,0.9305555555555555,1,1,1,1,1,1,1,1,1,0.9736318407960197,0.9027093312453944,0,0,1,0,0,0,1,0,1,0,0,0.9097894736842106,0.9592351829701665
1,0,0,0,0.8333333333333333,1,0,1,0,1,1,1,1,1,0.8626865671641791,0.7181224668386147,0,0,1,0,1,0,0,1,0,0,0,0.7364912280701754,0.8378242353852111
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.2666666666666666,0.005187223655121592,1,1,0,0,1,0,0,0,0,0,1,0.0052690058479532165,0.2905923344947735
1,1,0,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5248756218905473,0.008175202652910834,1,0,1,0,1,0,0,0,0,1,0,0.008304093567251463,0.5317073170731708
0,0,1,1,0.8055555555555555,0,0,1,1,1,0,1,0,0,0.31592039800995025,0.3362023305084746,0,1,0,0,0,1,0,0,0,0,1,0.33918128654970764,0.3397653089831391
1,1,1,1,0.6527777777777778,1,0,0,0,0,0,0,0,0,0.5203980099502488,0.3810392870302138,1,0,1,0,1,0,0,1,0,0,0,0.3878187134502924,0.5262213655571206
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,1,1,0.6114427860696517,0.009176952837140753,1,0,1,0,1,0,0,0,0,1,0,0.009321637426900585,0.6125435540069687
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.0023546886514369935,0,0,0,1,1,0,0,0,0,0,1,0.002391812865497076,0.06202090592334494
0,0,0,0,0.3055555555555555,1,1,1,1,0,0,0,0,0,0.4054726368159204,0.14447079955784822,1,1,0,0,1,0,0,0,0,1,0,0.15181286549707604,0.4019216555801922
1,0,0,0,0.6666666666666666,1,0,1,0,1,1,0,0,1,0.4189054726368159,0.3335022107590273,1,1,0,0,0,1,0,0,1,0,0,0.33880701754385967,0.43267518389469617
1,0,1,0,0.5138888888888888,1,0,0,0,0,0,0,0,1,0.015920398009950265,0.08261560427413413,0,0,0,1,0,1,0,1,0,0,0,0.08590058479532164,0.05218947170166682
0,0,0,0,0.18055555555555555,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.029223470891672813,0,0,0,1,0,1,0,0,0,1,0,0.03033333333333333,0.053408380237648545
0,0,0,0,0.5972222222222222,1,1,0,0,0,0,0,0,0,0.081592039800995,0.1278152634487841,0,0,0,1,0,0,1,1,0,0,0,0.1330233918128655,0.11187099910866219
1,0,0,0,0.08333333333333333,0,0,1,1,1,1,1,1,1,0.4492537313432835,0.04016212232866618,0,1,0,0,0,0,1,0,0,0,1,0.044491228070175436,0.41215640727835845
0,0,0,0,0.986111111111111,0,0,1,1,1,1,1,0,0,0.35522388059701493,0.4477535464259396,0,1,0,0,0,0,1,1,0,0,0,0.4480058479532164,0.3809033060149515
1,1,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5074626865671642,0.007973701179071483,1,0,1,0,1,0,0,0,0,1,0,0.008099415204678363,0.5154471544715448
1,0,1,1,1.0,1,1,1,1,0,0,1,0,1,0.7646766169154228,0.7879456061164334,0,0,1,0,0,0,1,0,0,1,0,0.8008421052631579,0.7551103368176538
1,1,0,0,0.08333333333333333,1,0,1,0,0,0,0,0,1,0.5557213930348258,0.05191829403095063,0,0,1,0,1,0,0,0,0,1,0,0.052,0.570267131242741
0,0,1,1,0.16666666666666666,0,0,0,1,0,1,0,0,0,0.17164179104477612,0.04977086403831983,0,1,0,0,1,0,0,0,0,0,1,0.04982456140350877,0.20669763840495553
0,0,0,0,0.3472222222222222,1,0,0,0,0,0,0,0,0,0.5243781094527363,0.20349921702284451,1,0,1,0,1,0,0,0,0,0,1,0.2074561403508772,0.5288641114982578
1,0,1,0,0.29166666666666663,1,0,0,0,1,1,0,0,0,0.6064676616915423,0.2006321389093589,0,0,1,0,0,1,0,0,0,1,0,0.19452631578947369,0.6429622255406228
1,0,1,1,0.08333333333333333,1,0,0,0,0,1,0,0,1,0.3039800995024875,0.03423797899778925,0,1,0,0,1,0,0,0,0,0,1,0.03424561403508772,0.33248161053039105
0,0,1,0,0.2777777777777778,1,0,0,0,0,0,1,1,1,0.7039800995024875,0.20961334745762716,1,0,1,0,1,0,0,0,0,0,1,0.20818713450292398,0.717746806039489
0,0,1,0,0.25,1,1,1,0,0,0,1,1,1,0.8074626865671642,0.2006897107590273,1,0,1,0,1,0,0,0,0,1,0,0.20926315789473685,0.7717124790295523
1,0,0,0,0.5972222222222222,1,0,0,1,0,1,0,0,0,0.37014925373134333,0.2814399871039057,0,1,0,0,0,1,0,0,0,1,0,0.27887134502923977,0.4001674634686546
1,0,1,1,0.4861111111111111,1,1,0,0,0,0,0,0,1,0.07114427860696515,0.10936348563006633,0,0,0,1,0,0,1,0,1,0,0,0.1039766081871345,0.12415463746474198
1,0,0,0,0.013888888888888888,1,0,0,0,1,0,0,0,0,0.5497512437810945,0.008463061901252764,1,0,1,0,1,0,0,1,0,0,0,0.008596491228070175,0.5549361207897794
0,1,1,0,0.4444444444444444,1,1,0,1,1,0,0,1,1,0.7487562189054726,0.3420689019896832,0,0,1,0,1,0,0,0,0,1,0,0.3499415204678363,0.7346109175377469
0,0,0,0,0.7222222222222222,0,0,1,1,1,1,1,1,0,0.45422885572139304,0.3839984801031688,0,1,0,0,0,0,1,0,1,0,0,0.3886315789473684,0.4679085142499777
0,0,0,0,0.4444444444444444,1,0,0,0,0,0,1,1,1,0.46368159203980097,0.23154822218128226,0,1,0,0,0,1,0,1,0,0,0,0.24271345029239766,0.45590882694541235
1,0,1,1,1.0,0,0,1,1,1,1,1,1,1,0.45323383084577107,0.5393676308032426,0,1,0,0,0,0,1,1,0,0,0,0.5372631578947368,0.476513098464318
0,0,0,0,0.7083333333333333,0,0,1,0,0,1,0,1,1,0.2606965174129353,0.25119173728813565,0,1,0,0,1,0,0,0,1,0,0,0.265140350877193,0.26945867778005517
0,0,1,1,0.9444444444444444,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.1500610261606485,0,0,0,1,0,0,1,1,0,0,0,0.15866666666666665,0.05008540001366399
0,1,1,0,0.1111111111111111,0,0,0,1,1,0,0,1,1,0.24975124378109453,0.04276436993367723,0,1,0,0,1,0,0,0,0,0,1,0.04056140350877193,0.30336817653890824
0,0,1,0,0.6805555555555555,0,0,0,1,0,0,1,1,0,0.3124378109452736,0.2774848010316876,0,1,0,0,0,0,1,0,1,0,0,0.2845438596491228,0.32898148806560956
1,0,1,0,1.0,1,0,1,1,1,1,1,1,0,0.6651741293532337,0.7087555268975683,0,1,0,0,0,0,1,0,0,0,1,0.7166315789473684,0.6663569492837785
0,0,0,0,0.125,1,1,0,0,0,0,1,1,1,0.7686567164179104,0.09546564112011792,1,0,1,0,1,0,0,0,0,1,0,0.10052631578947369,0.727964898696606
1,0,1,0,0.38888888888888884,1,0,1,0,0,0,1,1,1,0.7373134328358208,0.29970753500368463,1,0,1,0,1,0,0,0,0,0,1,0.30243274853801166,0.7357557657209226
